    0.00    0.00
    8.66    4.95
   17.32    9.80
   25.98   14.56
   34.64   19.22
   43.30   23.77
   51.96   28.23
   60.62   32.60
   69.28   36.86
   77.94   41.03
   86.60   45.10
   95.26   49.06
  103.92   52.94
  112.58   56.71
  121.24   60.39
  129.90   63.96
  138.56   67.44
  147.22   70.82
  155.88   74.11
  164.54   77.29
  173.21   80.38
  181.87   83.37
  190.53   86.26
  199.19   89.05
  207.85   91.75
  216.51   94.34
  225.17   96.84
  233.83   99.24
  242.49  101.54
  251.15  103.75
  259.81  105.86
  268.47  107.86
  277.13  109.77
  285.79  111.58
  294.45  113.30
  303.11  114.91
  311.77  116.43
  320.43  117.85
  329.09  119.17
  337.75  120.40
  346.41  121.52
  355.07  122.55
  363.73  123.48
  372.39  124.31
  381.05  125.04
  389.71  125.67
  398.37  126.21
  407.03  126.65
  415.69  126.99
  424.35  127.23
  433.01  127.38
  441.67  127.42
  450.33  127.37
  458.99  127.22
  467.65  126.97
  476.31  126.62
  484.97  126.18
  493.63  125.64
  502.29  125.00
  510.95  124.26
  519.61  123.42
  528.28  122.49
  536.94  121.45
  545.60  120.32
  554.26  119.09
  562.92  117.76
  571.58  116.34
  580.24  114.81
  588.90  113.19
  597.56  111.47
  606.22  109.66
  614.88  107.74
  623.54  105.72
  632.20  103.61
  640.86  101.40
  649.52   99.09
  658.18   96.69
  666.84   94.18
  675.50   91.58
  684.16   88.88
  692.82   86.08
  701.48   83.18
  710.14   80.19
  718.80   77.09
  727.46   73.90
  736.12   70.61
  744.78   67.23
  753.44   63.74
  762.10   60.16
  770.76   56.48
  779.42   52.70
  788.08   48.82
  796.74   44.84
  805.40   40.77
  814.06   36.59
  822.72   32.32
  831.39   27.96
  840.05   23.49
  848.71   18.92
  857.37   14.26
  866.03    9.50
  874.69    4.64
