    0.00    0.00
    5.00    8.61
   10.00   17.12
   15.00   25.54
   20.00   33.86
   25.00   42.08
   30.00   50.20
   35.00   58.22
   40.00   66.14
   45.00   73.97
   50.00   81.70
   55.00   89.33
   60.00   96.86
   65.00  104.29
   70.00  111.63
   75.00  118.87
   80.00  126.01
   85.00  133.05
   90.00  139.99
   95.00  146.84
  100.00  153.59
  105.00  160.23
  110.00  166.79
  115.00  173.24
  120.00  179.59
  125.00  185.85
  130.00  192.01
  135.00  198.07
  140.00  204.03
  145.00  209.90
  150.00  215.66
  155.00  221.33
  160.00  226.90
  165.00  232.37
  170.00  237.75
  175.00  243.02
  180.00  248.20
  185.00  253.28
  190.00  258.26
  195.00  263.14
  200.00  267.93
  205.00  272.62
  210.00  277.21
  215.00  281.70
  220.00  286.09
  225.00  290.38
  230.00  294.58
  235.00  298.68
  240.00  302.68
  245.00  306.58
  250.00  310.39
  255.00  314.09
  260.00  317.70
  265.00  321.21
  270.00  324.62
  275.00  327.94
  280.00  331.15
  285.00  334.27
  290.00  337.29
  295.00  340.21
  300.00  343.04
  305.00  345.76
  310.00  348.39
  315.00  350.92
  320.00  353.35
  325.00  355.68
  330.00  357.91
  335.00  360.05
  340.00  362.09
  345.00  364.03
  350.00  365.87
  355.00  367.62
  360.00  369.26
  365.00  370.81
  370.00  372.26
  375.00  373.61
  380.00  374.87
  385.00  376.02
  390.00  377.08
  395.00  378.04
  400.00  378.90
  405.00  379.66
  410.00  380.33
  415.00  380.90
  420.00  381.36
  425.00  381.74
  430.00  382.01
  435.00  382.18
  440.00  382.26
  445.00  382.24
  450.00  382.12
  455.00  381.90
  460.00  381.58
  465.00  381.17
  470.00  380.66
  475.00  380.05
  480.00  379.34
  485.00  378.53
  490.00  377.63
  495.00  376.63
  500.00  375.53
  505.00  374.33
  510.00  373.03
  515.00  371.63
  520.00  370.14
  525.00  368.55
  530.00  366.86
  535.00  365.07
  540.00  363.19
  545.00  361.20
  550.00  359.12
  555.00  356.94
  560.00  354.67
  565.00  352.29
  570.00  349.82
  575.00  347.24
  580.00  344.57
  585.00  341.80
  590.00  338.94
  595.00  335.97
  600.00  332.91
  605.00  329.75
  610.00  326.49
  615.00  323.13
  620.00  319.68
  625.00  316.13
  630.00  312.47
  635.00  308.72
  640.00  304.88
  645.00  300.93
  650.00  296.89
  655.00  292.75
  660.00  288.51
  665.00  284.17
  670.00  279.73
  675.00  275.20
  680.00  270.57
  685.00  265.84
  690.00  261.01
  695.00  256.08
  700.00  251.06
  705.00  245.93
  710.00  240.71
  715.00  235.39
  720.00  229.98
  725.00  224.46
  730.00  218.85
  735.00  213.14
  740.00  207.33
  745.00  201.42
  750.00  195.41
  755.00  189.31
  760.00  183.11
  765.00  176.81
  770.00  170.41
  775.00  163.91
  780.00  157.32
  785.00  150.63
  790.00  143.84
  795.00  136.95
  800.00  129.96
  805.00  122.88
  810.00  115.69
  815.00  108.41
  820.00  101.03
  825.00   93.56
  830.00   85.98
  835.00   78.31
  840.00   70.54
  845.00   62.67
  850.00   54.70
  855.00   46.63
  860.00   38.47
  865.00   30.21
  870.00   21.85
  875.00   13.39
  880.00    4.83
