    0.00    0.00
    3.49    3.48
    6.89    6.84
   10.20   10.10
   13.44   13.25
   16.59   16.30
   19.67   19.26
   22.69   22.14
   25.63   24.92
   28.51   27.63
   31.33   30.25
   34.09   32.80
   36.80   35.28
   39.45   37.69
   42.05   40.03
   44.60   42.31
   47.10   44.52
   49.55   46.67
   51.96   48.77
   54.33   50.80
   56.66   52.78
   58.94   54.71
   61.19   56.59
   63.40   58.41
   65.58   60.19
   67.72   61.92
   69.82   63.60
   71.89   65.24
   73.93   66.83
   75.94   68.38
   77.93   69.89
   79.88   71.35
   81.80   72.78
   83.70   74.16
   85.57   75.51
   87.41   76.82
   89.23   78.09
   91.02   79.32
   92.79   80.52
   94.54   81.69
   96.26   82.82
   97.97   83.91
   99.65   84.98
  101.31   86.01
  102.95   87.00
  104.57   87.97
  106.17   88.90
  107.75   89.81
  109.32   90.68
  110.86   91.52
  112.39   92.33
  113.90   93.12
  115.39   93.87
  116.87   94.60
  118.33   95.29
  119.78   95.96
  121.21   96.60
  122.62   97.22
  124.02   97.80
  125.41   98.36
  126.78   98.89
  128.14   99.40
  129.48   99.88
  130.81  100.33
  132.13  100.76
  133.43  101.16
  134.73  101.54
  136.01  101.89
  137.27  102.21
  138.53  102.51
  139.77  102.78
  141.01  103.03
  142.23  103.26
  143.44  103.45
  144.64  103.63
  145.83  103.78
  147.01  103.90
  148.18  104.00
  149.33  104.08
  150.48  104.13
  151.62  104.16
  152.75  104.16
  153.87  104.14
  154.98  104.09
  156.08  104.02
  157.17  103.92
  158.26  103.80
  159.33  103.65
  160.40  103.48
  161.46  103.29
  162.51  103.07
  163.55  102.82
  164.58  102.55
  165.61  102.26
  166.63  101.94
  167.64  101.59
  168.64  101.22
  169.63  100.83
  170.62  100.41
  171.60   99.96
  172.58   99.48
  173.54   98.98
  174.50   98.46
  175.46   97.91
  176.40   97.33
  177.34   96.72
  178.28   96.09
  179.20   95.42
  180.12   94.74
  181.04   94.02
  181.94   93.27
  182.85   92.50
  183.74   91.70
  184.63   90.86
  185.52   90.00
  186.39   89.11
  187.27   88.19
  188.13   87.23
  189.00   86.25
  189.85   85.23
  190.70   84.19
  191.55   83.11
  192.39   81.99
  193.22   80.84
  194.05   79.66
  194.88   78.44
  195.70   77.19
  196.51   75.90
  197.32   74.58
  198.13   73.22
  198.93   71.82
  199.72   70.38
  200.51   68.90
  201.30   67.38
  202.08   65.81
  202.86   64.21
  203.63   62.56
  204.40   60.87
  205.16   59.13
  205.92   57.35
  206.67   55.51
  207.43   53.63
  208.17   51.70
  208.92   49.71
  209.65   47.67
  210.39   45.58
  211.12   43.43
  211.85   41.22
  212.57   38.95
  213.29   36.61
  214.00   34.22
  214.71   31.75
  215.42   29.22
  216.13   26.61
  216.83   23.93
  217.52   21.17
  218.21   18.33
  218.90   15.41
  219.59   12.40
  220.27    9.30
  220.95    6.10
  221.63    2.80
