    0.00    0.00
    4.26    2.46
    8.39    4.86
   12.39    7.19
   16.27    9.45
   20.04   11.65
   23.71   13.79
   27.28   15.88
   30.75   17.90
   34.13   19.88
   37.43   21.79
   40.65   23.66
   43.80   25.48
   46.87   27.24
   49.87   28.96
   52.80   30.64
   55.67   32.26
   58.48   33.85
   61.23   35.39
   63.93   36.89
   66.57   38.35
   69.16   39.76
   71.70   41.14
   74.19   42.48
   76.64   43.78
   79.04   45.05
   81.40   46.28
   83.72   47.47
   86.00   48.63
   88.24   49.75
   90.44   50.84
   92.61   51.90
   94.74   52.92
   96.84   53.91
   98.91   54.87
  100.95   55.80
  102.95   56.70
  104.93   57.56
  106.87   58.40
  108.79   59.21
  110.68   59.99
  112.55   60.73
  114.39   61.45
  116.20   62.15
  117.99   62.81
  119.76   63.45
  121.50   64.05
  123.22   64.63
  124.92   65.19
  126.60   65.72
  128.26   66.22
  129.89   66.69
  131.51   67.14
  133.11   67.56
  134.69   67.96
  136.25   68.33
  137.79   68.67
  139.31   68.99
  140.82   69.29
  142.31   69.56
  143.79   69.80
  145.25   70.02
  146.69   70.21
  148.12   70.38
  149.53   70.53
  150.93   70.65
  152.31   70.74
  153.68   70.81
  155.03   70.86
  156.37   70.88
  157.70   70.88
  159.02   70.85
  160.32   70.80
  161.61   70.72
  162.89   70.62
  164.15   70.50
  165.41   70.35
  166.65   70.17
  167.88   69.97
  169.10   69.75
  170.31   69.50
  171.51   69.22
  172.69   68.93
  173.87   68.60
  175.04   68.25
  176.19   67.88
  177.34   67.47
  178.48   67.05
  179.61   66.60
  180.72   66.12
  181.83   65.61
  182.93   65.08
  184.02   64.52
  185.11   63.94
  186.18   63.33
  187.24   62.69
  188.30   62.02
  189.35   61.33
  190.39   60.60
  191.42   59.85
  192.44   59.07
  193.46   58.27
  194.47   57.43
  195.47   56.56
  196.47   55.66
  197.45   54.73
  198.43   53.78
  199.40   52.79
  200.37   51.76
  201.33   50.71
  202.28   49.62
  203.23   48.50
  204.16   47.35
  205.10   46.16
  206.02   44.94
  206.94   43.68
  207.85   42.38
  208.76   41.05
  209.66   39.68
  210.56   38.27
  211.45   36.82
  212.33   35.34
  213.21   33.81
  214.08   32.24
  214.94   30.63
  215.80   28.97
  216.66   27.27
  217.51   25.52
  218.35   23.73
  219.19   21.89
  220.03   19.99
  220.86   18.05
  221.68   16.06
  222.50   14.01
  223.31   11.90
  224.12    9.74
  224.92    7.52
  225.72    5.24
  226.52    2.89
  227.31    0.48
